dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,etiqueta
-2.245567556,-0.127093424,1.370063265,-1.953831672,-0.082805814,-1.106127821,0.873037713,0.911587146,2.01895231,-2.520500403,G3
-0.444747755,-1.222991648,0.344455718,1.549709631,1.044550822,0.428949704,-2.281169147,1.264398973,2.039143181,-0.543028499,G3
1.580799444,-0.623264621,0.021017718,0.510470463,0.342168433,-2.378227067,-0.110080607,2.262753923,0.930329199,-3.188948888,G3
-1.013038244,-0.331418162,0.286161174,2.381189044,-0.834009079,1.772401241,-1.235065354,0.734756978,2.379637782,-2.40845297,G3
-1.432531544,1.335743774,0.43459454,-2.833468193,1.171503414,0.692983315,-1.662720676,0.656044613,1.487841376,-0.962039862,G3
-1.727797442,1.578133444,-1.587547024,0.77811269,2.077564993,2.842995767,2.051076475,-0.978927114,-1.089684314,0.190752009,G3
1.239019929,-0.376815465,-0.122490057,0.776944867,0.950994351,4.355137976,0.608927094,1.590369262,1.13877712,-1.146976026,G3
0.453730811,-0.446082525,1.337244007,0.62405598,2.056435836,-2.0706232,2.650642704,0.642581215,-0.758257298,1.401031916,G3
-1.707180925,-2.350856313,2.273138529,0.563683222,2.304636034,-1.00635712,-0.306306721,2.133598231,-0.404924356,-1.996852865,G3
-3.079785049,-0.474958938,-1.745071212,0.926821586,0.001761644,-1.186201502,-0.570563639,-2.717801471,-0.474835783,-0.187567984,G3
-2.409547099,1.38534712,2.520089069,-0.812340729,-0.444354135,-0.164023743,-0.325271037,0.971676738,2.227258475,0.993726918,G3
-0.589315514,0.204867433,-1.952195911,0.845428075,1.510433212,1.447134109,-1.730383379,0.495608439,2.049191063,1.936277842,G3
1.697243256,1.979339065,2.003310807,0.177121129,-1.780352661,-1.013608887,-1.635783561,0.332813568,1.770374434,0.974813124,G3
2.494819805,-0.642537325,0.791135221,1.190746857,-1.987052337,0.16543032,0.906741808,-0.323074418,1.707377632,-1.224235174,G3
0.236865565,0.419526474,-1.344505672,2.335519835,-0.291956768,1.914651607,-2.134877101,-1.659787367,0.01192294,0.929191158,G3
3.470266368,-0.059008916,-1.601382098,1.401263728,0.111313356,1.116381699,0.683379621,-2.368138092,0.16447072,0.566093642,G3
1.192555591,-1.675980839,1.023889112,-0.128878889,-3.822554308,-0.705740989,-0.083079514,-0.237952395,-0.424134874,2.448491763,G3
-1.973066078,-0.854754063,0.247118985,0.339190192,-1.360768165,-0.605825341,-1.027791275,-1.065264772,0.364282555,-2.80678744,G3
-1.26400934,-3.240443623,-0.18776781,0.165162188,-0.259024692,1.042117643,1.048485641,-1.809069952,-0.465314677,-1.189950461,G3
3.273900112,0.835798843,-0.947791309,-2.397382164,2.497176304,1.932559296,-1.144822026,0.32838631,0.122063671,0.291271122,G3
0.495292134,0.067493167,2.819120009,1.086392453,0.716050702,0.45526734,3.264894063,0.952946278,-1.16558243,1.042880992,G3
-1.809119616,0.196224299,0.235646639,2.105635912,2.372525935,0.40129083,-1.982473885,0.106502211,-0.129103074,-0.638211167,G3
0.127482957,0.502457107,-0.982663701,0.060445499,-0.318572389,-1.605437841,-1.766411102,-0.488417456,1.282999992,2.682385101,G3
0.788934349,0.936709316,-1.254643181,2.048754549,-1.551312719,-0.196674143,-0.788916694,2.941127006,0.63512567,-1.33868028,G3
1.63754482,-1.005057612,-2.554428798,3.000980476,-1.376170491,0.826156726,1.34620038,-0.22962499,-0.35879088,-1.259999992,G3
-2.29335546,-0.975293642,-1.115284254,0.400285741,-0.30383085,0.01444922,3.297660757,1.351496382,-2.043818127,-1.52160225,G3
-0.970963654,1.163244728,0.815332133,-0.449828446,1.610803245,1.446451203,2.044430038,1.952958674,0.703365456,0.260621819,G3
-0.863777094,-0.686578233,1.749650655,1.717090266,2.329060122,-0.855850194,-0.937602478,-2.40378547,-1.125160376,-1.13966709,G3
-0.194823031,0.248061134,0.498730715,2.744100758,-1.286220066,-0.066191751,-1.022930077,-3.587142454,-1.088742501,-0.085868695,G3
-0.7688503,1.141524265,-1.801916455,-0.400711969,0.216216657,0.057428312,3.720007418,0.357708834,0.435586635,0.090520738,G3
-1.47697427,-0.275328453,2.7557651,-0.750859046,0.71251426,-3.151771993,0.681633019,-1.304460003,-2.044195715,0.962596264,G3
-2.457689654,-0.877937452,-0.256393622,0.639344566,-0.863809179,2.499724128,0.152601085,-0.362032726,-0.168539813,-1.623580741,G3
-1.216805013,-1.863560559,0.763755306,-1.331918636,-1.94805824,-1.723371684,-2.019883083,1.320506016,0.655576651,-0.456076616,G3
-1.166036169,-2.000005587,-0.631607072,-1.014975621,-0.321658543,1.03572897,0.994343663,0.916363943,-3.387728832,-0.010418917,G3
-1.40573015,-0.56171901,-0.802880167,-0.354766811,1.128793806,0.505118209,1.309897905,-0.356801558,4.053242992,-1.834014603,G3
-0.059466553,0.067691836,-0.154628038,1.846981318,0.724607645,0.889472283,-3.081719474,0.46084542,-0.785929238,-1.805344164,G3
0.893853355,0.806471291,-0.452403629,-1.623706428,-1.045838728,3.159152601,-1.862714982,-0.475102094,-1.410802795,1.764445085,G3
0.216708399,1.289689622,0.96428643,-1.51069614,-1.605621435,2.147475781,2.279802748,-1.507864339,1.16823959,-1.311627865,G3
2.24084247,-2.2795104,-2.144363978,-1.235521413,-2.513670562,0.645761764,1.394189318,0.129002325,1.576572527,-1.09257958,G3
-0.143560291,-1.498928626,2.225308493,1.515633646,1.578662086,-0.213247987,1.909303583,-0.4901568,-0.940707068,-1.406378739,G3
0.786795824,-1.752813954,-0.051102773,0.248249518,1.037005702,-1.631327648,-2.698628916,1.564968058,-0.529843321,-1.575817767,G3
0.079712245,1.955929137,1.168655422,-0.186259957,-0.454515574,1.271853826,-1.528282588,-0.792951923,-1.986779701,2.887525278,G3
-2.861795908,0.799302537,-0.417594964,-0.013771826,1.212347297,-3.366050329,-0.458232192,0.421324094,0.115551161,2.16778634,G3
-1.607263055,-2.116290643,-0.745519366,-1.33092024,-0.690823484,0.734418621,2.041231269,-2.173235748,-1.273047488,-0.369002319,G3
1.019593682,1.330277764,-3.177082586,0.177017536,1.342160556,-0.043678871,1.363579325,0.137140404,1.539510403,-0.87572453,G3
1.187541821,-0.09048434,1.762679808,-2.214665437,-1.783791282,2.297933063,-1.197836056,1.56157687,-1.90961777,-0.264694969,G3
1.066152058,0.45077118,2.284730546,1.561696015,0.019425119,-0.569039447,-2.248254168,-1.456944157,-0.172404985,0.862311135,G3
0.197213212,-0.274117019,-1.671652244,-0.070886009,-0.787458936,0.254751613,1.166238889,-1.72590583,2.575745702,1.435512688,G3
-0.424344844,2.980902914,-0.375793903,0.259502887,-2.398502481,0.742687095,-1.917058261,2.136313054,2.198752588,1.262497863,G3
1.852309439,3.474024432,-0.550692984,-2.145460801,-0.385491673,-0.756618961,0.583997513,0.038265301,-1.261514642,-1.529303131,G3
3.426339428,-1.460013149,-0.702848821,0.734354235,0.6691719,0.226050158,-0.054108333,-2.610539929,0.507350323,-0.693667455,G3
0.822642531,0.955036587,-3.366654958,0.673051472,-0.38973979,1.0885632,0.465005832,2.836771507,0.883717371,1.490575726,G3
2.521263845,2.049346529,-1.777342978,-0.592961684,-0.37422974,0.805742691,1.562683113,0.529336776,-0.86804806,2.124492034,G3
1.594204088,0.602960787,-1.4859679,0.729906664,-0.567535536,-2.634723645,-1.039241543,0.789702027,-1.859958098,0.992018197,G3
-0.830633855,-0.927444473,-1.602042609,1.451638705,0.464030126,-2.013236274,0.168183777,-2.485236567,0.303597272,1.9374414,G3
-2.522522993,0.530330821,1.940352192,0.073132188,-0.583013527,-0.723027877,-1.66872746,-0.05829422,2.155336673,-2.384599821,G3
-0.133194678,-1.617267242,2.56776047,-1.224148974,-2.876211732,-1.160510754,-1.973102168,0.164295026,-1.771964054,0.135850241,G3
-2.06720043,1.828074902,0.787320468,2.395633502,1.658804538,-1.49397767,0.268706531,1.045568202,-0.793568072,0.214451621,G3
-0.049776048,0.260189069,-3.349330809,0.402637549,0.88780257,2.429015893,2.205713837,-0.209872923,-1.961781544,1.070648831,G3
-2.00795123,-0.036637782,-1.32907634,-2.073658546,0.719573365,-0.167251483,1.222804693,-1.122748088,-2.896769956,0.24937888,G3
-0.483210608,0.40692414,1.693629187,1.197198523,-1.754087568,-2.80102492,-0.294040248,0.319244565,0.137100942,-2.196884016,G3
1.013526565,-2.532723516,2.041081118,-1.01156813,-0.532198774,2.121726693,0.323525178,2.50244829,-0.57236478,-1.434867558,G3
0.790039299,-0.91226529,0.910904254,2.145495137,1.167179732,2.676499646,0.155049617,0.339175884,2.400480597,0.346483038,G3
-0.643039397,1.641004638,-0.404623956,0.716526629,0.767446747,-1.029081711,-0.347850257,-3.478299644,-0.065176365,0.670125609,G3
-2.051060042,-0.329208382,-0.814865181,-1.193482303,-2.291562512,-0.601257457,0.265626455,1.341928206,-0.296800486,-2.037578652,G3
-1.704484267,1.879419104,-1.520739766,-2.131565809,-1.558570017,0.914854075,-0.650458302,1.477609602,-1.029081581,-0.172534364,G3
-0.057503544,-0.33765069,-1.343872824,-3.228821747,0.001842755,1.409453238,1.887091343,1.029326375,-0.650205484,-0.105100371,G3
1.416726494,2.373311032,-0.77829055,0.13053472,-2.24440769,1.193631813,0.359569648,-1.685662613,0.547930566,0.586397499,G3
-0.58751353,1.091032253,2.138093741,0.528259042,0.705696541,2.443768993,-0.392244814,0.590662869,-0.301996243,-2.936883229,G3
-1.898495602,-1.372349507,0.76841135,-3.188087767,-0.33670783,1.133671311,-1.501022469,1.913546388,1.511200233,-0.204506959,G3
0.337668975,0.893728561,-1.752012135,0.436235172,-1.656998449,-0.750634871,1.257258982,-0.859970653,-0.106189635,-3.117603398,G3
0.158865638,-0.41339604,-0.672859339,-0.019867135,2.24222663,0.396157575,1.362806301,2.703711229,0.756040691,2.721195833,G3
-1.092962367,-2.493078831,-0.282212938,0.188697809,3.291711034,-1.73877745,-1.802988046,0.546829524,0.151006126,0.331145329,G3
-1.958270211,1.168378269,-0.368912314,-0.159168222,-0.244683006,0.767337859,-2.202358147,-1.499001173,-1.440865186,2.164168422,G3
-2.249720678,-1.698310281,-1.75286052,1.245684112,-0.794465513,-0.842691696,0.855845054,-0.712665026,2.269355512,0.467627508,G3
-0.816986306,-0.602795925,-1.167638509,-1.200977895,-0.40822397,-2.007698501,1.263427682,2.418464957,-2.811721513,-2.238254073,G3
1.322840426,2.058380045,1.734747055,-0.999955572,-0.96947313,-0.212414183,0.885931996,0.182919525,2.605217392,3.330658301,G3
-2.386921039,2.898097743,0.347479155,-0.98771561,-2.703930483,1.194426601,-0.805082901,-0.236040287,-0.217890134,-0.340652447,G3
-0.256447208,0.483479665,-0.697993677,3.216584709,0.567416091,2.784795211,0.399850193,-1.049257099,0.900805514,-0.837011908,G3
-0.619438631,1.275944501,-0.644729384,-4.017228212,-0.130202826,-0.449396075,-0.303923672,-0.475564352,-0.308533792,-0.11324776,G3
-1.057308762,0.162874655,0.389668433,2.274492194,-0.271183151,1.920677116,-0.647867857,2.399459325,0.911148538,2.383577555,G3
-1.424343872,-2.51324759,1.330518845,0.324782391,-0.712790242,1.365646204,-2.598150513,-0.538547377,0.500393551,-2.376851238,G3
3.189175481,0.310931565,2.257102887,-1.52030794,-1.594755322,-1.218441712,-0.257171271,0.702552838,-2.44474278,-1.353592189,G3
-2.09191075,-1.194686776,0.685127271,-1.589778523,1.732764809,0.650359756,-1.415058597,1.619372782,0.28742278,-0.168573873,G3
1.092130237,-1.623676805,-0.048503353,2.714393939,3.115210096,-1.127945577,-1.971690302,0.136627303,0.274966197,-1.777909509,G3
1.251095791,-0.236302298,-0.498384037,-0.821544127,-0.665492547,-1.748407823,1.908374362,0.864190387,-2.356013131,-0.36716967,G3
-1.4088541,2.896668807,-1.23976985,0.908676224,0.888971018,0.981401247,-0.583026033,-3.345494786,-1.735739779,0.511525882,G3
0.532495634,0.556353076,-2.598839846,1.001126056,-0.01474049,0.751570245,-1.704454259,1.201434953,2.086994366,-0.535582867,G3
-0.042654239,0.989679958,0.746386023,0.688318685,-3.106324593,0.458189122,-1.661793456,1.536535695,1.142117277,1.210233195,G3
-1.786971846,0.551156246,0.087923056,3.049778783,0.460676342,1.576424754,1.144902433,2.241354658,-0.183165971,-0.731035705,G3
0.30886698,0.307441204,1.164198073,2.642250149,-1.834288133,-1.574275604,-1.47572548,0.429735147,-0.267205982,-0.639419073,G3
2.244270748,-1.268774066,0.630429951,-2.099160233,-0.376193607,-0.476733522,-1.869398804,-0.592373203,0.292193957,1.760062402,G3
-2.978180937,1.259597684,0.452867859,0.555584596,0.730615005,2.541530671,0.401980874,1.711363026,-0.41564936,0.963252086,G3
-0.216379993,-1.211338876,-0.348559163,-0.244962429,0.689783786,-1.774230188,-0.168128105,2.330299812,2.043107696,2.318050385,G3
-1.72255089,1.132823323,2.465419401,2.728952484,-2.254343381,-0.606310587,-1.179510513,-1.526128019,-0.90157708,-0.479202091,G3
-1.305193552,-2.217918369,-0.237441897,1.563176039,-3.458483192,0.423696602,1.476058902,0.670141791,1.306159378,-0.76625168,G3
